,词频,发音,词性,原型
やり返せ,3,ヤリカエセ,動詞,やり返せる
僧侶,3,ソウリョ,名詞,僧侶
年寄り,3,トシヨリ,名詞,年寄り
予め,3,アラカジメ,副詞,予め
潰れる,3,ツブレル,動詞,潰れる
人望,3,ジンボウ,名詞,人望
余裕しゃくしゃく,3,ヨユウシャクシャク,名詞,余裕しゃくしゃく
痰,3,タン,名詞,痰
関連,3,カンレン,名詞,関連
あったまる,3,アッタマル,動詞,あったまる
命からがら,3,イノチカラガラ,副詞,命からがら
見破れ,3,ミヤブレ,動詞,見破れる
言い返せる,3,イイカエセル,動詞,言い返せる
あびる,3,アビル,動詞,あびる
証し,3,アカシ,動詞,証す
あなどれ,3,アナドレ,動詞,あなどれる
絶滅,3,ゼツメツ,名詞,絶滅
ラス,3,ラス,名詞,ラス
休暇,3,キュウカ,名詞,休暇
いばっ,3,イバッ,動詞,いばる
たもと,3,タモト,名詞,たもと
倒せる,3,タオセル,動詞,倒せる
取り合わ,3,トリアワ,動詞,取り合う
冷ます,3,サマス,動詞,冷ます
淡色,3,タンショク,名詞,淡色
ゆき過ぎ,3,ユキスギ,動詞,ゆき過ぎる
山口,3,ヤマグチ,名詞,山口
遺さ,3,ノコサ,動詞,遺す
色っぽい,3,イロッポイ,形容詞,色っぽい
重なり合い,3,カサナリアイ,動詞,重なり合う
独白,3,ドクハク,名詞,独白
貫通,3,カンツウ,名詞,貫通
見極め,3,ミキワメ,名詞,見極め
犯人,3,ハンニン,名詞,犯人
切らす,3,キラス,動詞,切らす
埋めれ,3,ウメレ,動詞,埋める
私事,3,シジ,名詞,私事
海月,3,クラゲ,名詞,海月
驕傲,3,キョウゴウ,名詞,驕傲
礫,3,ツブテ,名詞,礫
対峙,3,タイジ,名詞,対峙
いかし,3,イカシ,動詞,いかす
よみがえら,3,ヨミガエラ,動詞,よみがえる
向上心,3,コウジョウシン,名詞,向上心
動きだし,3,ウゴキダシ,動詞,動きだす
お尋ね者,3,オタズネモノ,名詞,お尋ね者
よから,3,ヨカラ,形容詞,よい
涙声,3,ナミダゴエ,名詞,涙声
首吊り,3,クビツリ,名詞,首吊り
ファクト,3,ファクト,名詞,ファクト
近藤,3,コンドウ,名詞,近藤
現に,3,ゲンニ,副詞,現に
名残惜しい,3,ナゴリオシイ,形容詞,名残惜しい
ルック,3,ルック,名詞,ルック
吹きかけ,3,フキカケ,動詞,吹きかける
絶命,3,ゼツメイ,名詞,絶命
自戒,3,ジカイ,名詞,自戒
頼れる,3,タヨレル,動詞,頼れる
たかし,3,タカシ,名詞,たかし
三木,3,ミキ,名詞,三木
傍迷惑,3,ハタメイワク,名詞,傍迷惑
立ち向かお,3,タチムカオ,動詞,立ち向かう
たす,3,タス,動詞,たす
傾けろ,3,カタムケロ,動詞,傾ける
おさ,3,オサ,動詞,おす
盗め,3,ヌスメ,動詞,盗む
万感,3,バンカン,名詞,万感
番線,3,バンセン,名詞,番線
加速度,3,カソクド,名詞,加速度
韻律,3,インリツ,名詞,韻律
ふかす,3,フカス,動詞,ふかす
わたさ,3,ワタサ,動詞,わたす
忍び泣く,3,シノビナク,動詞,忍び泣く
吉祥寺,3,キチジョウジ,名詞,吉祥寺
風下,3,カザシモ,名詞,風下
キーワード,3,キーワード,名詞,キーワード
口数,3,クチカズ,名詞,口数
釣れ,3,ツレ,動詞,釣れる
過ぎん,3,スギン,動詞,過ぎる
ぺんてる,3,ペンテル,名詞,ぺんてる
きしん,3,キシン,動詞,きしむ
はめ込ま,3,ハメコマ,動詞,はめ込む
段差,3,ダンサ,名詞,段差
休も,3,ヤスモ,動詞,休む
食欲,3,ショクヨク,名詞,食欲
闘っ,3,タタカッ,動詞,闘う
浅瀬,3,アサセ,名詞,浅瀬
禁じ,3,キンジ,動詞,禁じる
ふかん,3,フカン,名詞,ふかん
遮れる,3,サエギレル,動詞,遮れる
色素,3,シキソ,名詞,色素
忌まわしき,3,イマワシキ,形容詞,忌まわしい
づき,3,ヅキ,動詞,づく
はつ,3,ハツ,名詞,はつ
防げ,3,フセゲ,動詞,防げる
突き放せ,3,ツキハナセ,動詞,突き放せる
山椒,3,サンショウ,名詞,山椒
心細い,3,ココロボソイ,形容詞,心細い
腹立つ,3,ハラダツ,動詞,腹立つ
跳ね返り,3,ハネカエリ,名詞,跳ね返り
指定,3,シテイ,名詞,指定
甚大,3,ジンダイ,名詞,甚大
値引き,3,ネビキ,名詞,値引き
ぺこぺこ,3,ペコペコ,名詞,ぺこぺこ
げんげ,3,ゲンゲ,名詞,げんげ
根気,3,コンキ,名詞,根気
絶間,3,タエマ,名詞,絶間
徒党,3,トトウ,名詞,徒党
大義名分,3,タイギメイブン,名詞,大義名分
所業,3,ショギョウ,名詞,所業
蠢き,3,ウゴメキ,動詞,蠢く
血の池,3,チノイケ,名詞,血の池
波浪,3,ハロウ,名詞,波浪
とろり,3,トロリ,副詞,とろり
メシ,3,メシ,名詞,メシ
固形,3,コケイ,名詞,固形
押し問答,3,オシモンドウ,名詞,押し問答
冤罪,3,エンザイ,名詞,冤罪
働かせ,3,ハタラカセ,動詞,働かせる
薬缶,3,ヤカン,名詞,薬缶
みなみ,3,ミナミ,名詞,みなみ
身の程知らず,3,ミノホドシラズ,名詞,身の程知らず
目論見,3,モクロミ,名詞,目論見
得よ,3,エヨ,動詞,得る
宏,3,ヒロシ,名詞,宏
滑り込ん,3,スベリコン,動詞,滑り込む
こくいっこく,3,コクイッコク,副詞,こくいっこく
えま,3,エマ,動詞,えむ
思い悩み,3,オモイナヤミ,動詞,思い悩む
穢,3,ケガレ,名詞,穢
純潔,3,ジュンケツ,名詞,純潔
捧げろ,3,ササゲロ,動詞,捧げる
ガイア,3,ガイア,名詞,ガイア
恥じらえ,3,ハジラエ,動詞,恥じらう
泣こ,3,ナコ,動詞,泣く
まるっきり,3,マルッキリ,副詞,まるっきり
へ,3,ヘ,動詞,へる
桃太郎,3,モモタロウ,名詞,桃太郎
シール,3,シール,名詞,シール
マント,3,マント,名詞,マント
目覚めよ,3,メザメヨ,動詞,目覚める
いじら,3,イジラ,動詞,いじる
手懐け,3,テナヅケ,動詞,手懐ける
時給,3,ジキュウ,名詞,時給
びょう,3,ビョウ,名詞,びょう
劇薬,3,ゲキヤク,名詞,劇薬
しがない,3,シガナイ,形容詞,しがない
酸性,3,サンセイ,名詞,酸性
突き当たり,3,ツキアタリ,動詞,突き当たる
各々,3,オノオノ,副詞,各々
胸中,3,キョウチュウ,名詞,胸中
アザレア,3,アザレア,名詞,アザレア
自賛,3,ジサン,名詞,自賛
無名,3,ムメイ,名詞,無名
たちまちに,3,タチマチニ,副詞,たちまちに
左腕,3,サワン,名詞,左腕
ニワトリ,3,ニワトリ,名詞,ニワトリ
貢い,3,ミツイ,動詞,貢ぐ
通じる,3,ツウジル,動詞,通じる
リミット,3,リミット,名詞,リミット
上面,3,ウワツラ,名詞,上面
上履き,3,ウワバキ,名詞,上履き
はばたく,3,ハバタク,動詞,はばたく
端子,3,タンシ,名詞,端子
撃ち込め,3,ウチコメ,動詞,撃ち込める
装甲,3,ソウコウ,名詞,装甲
慎ましやか,3,ツツマシヤカ,名詞,慎ましやか
校,3,コウ,名詞,校
見定め,3,ミサダメ,動詞,見定める
洋々,3,ヨウヨウ,名詞,洋々
滑り台,3,スベリダイ,名詞,滑り台
すんなり,3,スンナリ,副詞,すんなり
リタイア,3,リタイア,名詞,リタイア
傾げ,3,カタゲ,動詞,傾げる
過食,3,カショク,名詞,過食
高める,3,タカメル,動詞,高める
往事,3,オウジ,名詞,往事
宝刀,3,ホウトウ,名詞,宝刀
伝家,3,デンカ,名詞,伝家
いかなる,3,イカナル,連体詞,いかなる
人いきれ,3,ヒトイキレ,名詞,人いきれ
間隙,3,カンゲキ,名詞,間隙
血脈,3,ケチミャク,名詞,血脈
誤算,3,ゴサン,名詞,誤算
架せ,3,カセ,動詞,架する
割引,3,ワリビキ,名詞,割引
閉店,3,ヘイテン,名詞,閉店
交錯,3,コウサク,名詞,交錯
面さ,3,メンサ,動詞,面す
おめかし,3,オメカシ,名詞,おめかし
挙,3,キョ,名詞,挙
売れ残り,3,ウレノコリ,名詞,売れ残り
のっぺり,3,ノッペリ,名詞,のっぺり
成立,3,セイリツ,名詞,成立
二分,3,ニブン,名詞,二分
依頼,3,イライ,名詞,依頼
ヨリ,3,ヨリ,名詞,ヨリ
万象,3,バンショウ,名詞,万象
万端,3,バンタン,名詞,万端
ゆかり,3,ユカリ,名詞,ゆかり
ゆで,3,ユデ,動詞,ゆでる
賛同,3,サンドウ,名詞,賛同
うぶ,3,ウブ,名詞,うぶ
尸,3,シカバネ,名詞,尸
番え,3,ツガエ,動詞,番える
打ち直し,3,ウチナオシ,動詞,打ち直す
暗愚,3,アング,名詞,暗愚
尖兵,3,センペイ,名詞,尖兵
どか,3,ドカ,動詞,どく
はなれる,3,ハナレル,動詞,はなれる
人助け,3,ヒトダスケ,名詞,人助け
貞操,3,テイソウ,名詞,貞操
応戦,3,オウセン,名詞,応戦
あおら,3,アオラ,動詞,あおる
まんまと,3,マンマト,副詞,まんまと
予告編,3,ヨコクヘン,名詞,予告編
親子,3,オヤコ,名詞,親子
よちよち,3,ヨチヨチ,副詞,よちよち
カウンセリング,3,カウンセリング,名詞,カウンセリング
見抜ける,3,ミヌケル,動詞,見抜ける
舞いあがる,3,マイアガル,動詞,舞いあがる
見えりゃ,3,ミエリャ,動詞,見える
差別,3,サベツ,名詞,差別
叙情,3,ジョジョウ,名詞,叙情
活き,3,イキ,動詞,活きる
下がら,3,サガラ,動詞,下がる
群像,3,グンゾウ,名詞,群像
車線,3,シャセン,名詞,車線
洞窟,3,ドウクツ,名詞,洞窟
はかな,3,ハカナ,形容詞,はかない
塩梅,3,アンバイ,名詞,塩梅
ふりかざす,3,フリカザス,動詞,ふりかざす
リモート,3,リモート,名詞,リモート
思い付か,3,オモイツカ,動詞,思い付く
マッシュ,3,マッシュ,名詞,マッシュ
モーター,3,モーター,名詞,モーター
ぬりつぶし,3,ヌリツブシ,動詞,ぬりつぶす
煽り,3,アオリ,名詞,煽り
うるうる,3,ウルウル,名詞,うるうる
尻拭い,3,シリヌグイ,名詞,尻拭い
セクション,3,セクション,名詞,セクション
痛恨,3,ツウコン,名詞,痛恨
役不足,3,ヤクブソク,名詞,役不足
両者,3,リョウシャ,名詞,両者
気付きゃ,3,キヅキャ,動詞,気付く
不景気,3,フケイキ,名詞,不景気
痛めつけ,3,イタメツケ,動詞,痛めつける
行きゃ,3,イキャ,動詞,行く
徹頭徹尾,3,テットウテツビ,副詞,徹頭徹尾
鼻水,3,ハナミズ,名詞,鼻水
悲しけりゃ,3,カナシケリャ,形容詞,悲しい
流れれ,3,ナガレレ,動詞,流れる
拾える,3,ヒロエル,動詞,拾える
食堂,3,ショクドウ,名詞,食堂
褥,3,シトネ,名詞,褥
復活,3,フッカツ,名詞,復活
訂正,3,テイセイ,名詞,訂正
ビジネスライク,3,ビジネスライク,名詞,ビジネスライク
ツケ,3,ツケ,名詞,ツケ
題,3,ダイ,名詞,題
ふり向か,3,フリムカ,動詞,ふり向く
実況,3,ジッキョウ,名詞,実況
お送り,3,オオクリ,名詞,お送り
何やら,3,ナニヤラ,副詞,何やら
カメ,3,カメ,名詞,カメ
死に場所,3,シニバショ,名詞,死に場所
音声,3,オンセイ,名詞,音声
合せ,3,アワセ,動詞,合せる
塞がり,3,フサガリ,動詞,塞がる
致し方,3,イタシカタ,名詞,致し方
離別,3,リベツ,名詞,離別
ぬけぬけ,3,ヌケヌケ,副詞,ぬけぬけ
名札,3,ナフダ,名詞,名札
詠え,3,ウタエ,動詞,詠える
憂世,3,ウキヨ,名詞,憂世
おりゃ,3,オリャ,動詞,おる
聳え,3,ソビエ,動詞,聳える
きりん,3,キリン,名詞,きりん
しばら,3,シバラ,動詞,しばる
送れ,3,オクレ,動詞,送れる
恋せよ,3,コイセヨ,動詞,恋する
降格,3,コウカク,名詞,降格
外在,3,ガイザイ,名詞,外在
仰け反ら,3,ノケゾラ,動詞,仰け反る
けむっ,3,ケムッ,動詞,けむる
指令,3,シレイ,名詞,指令
尤,3,ユウ,名詞,尤
キャタピラー,3,キャタピラー,名詞,キャタピラー
さがせ,3,サガセ,動詞,さがせる
売春,3,バイシュン,名詞,売春
あまりの,3,アマリノ,連体詞,あまりの
人的,3,ジンテキ,名詞,人的
提示,3,テイジ,名詞,提示
むそ,3,ムソ,動詞,むす
有生,3,ユウセイ,名詞,有生
あやし,3,アヤシ,動詞,あやす
時おり,3,トキオリ,副詞,時おり
卑猥,3,ヒワイ,名詞,卑猥
漏らし,3,モラシ,動詞,漏らす
傷害,3,ショウガイ,名詞,傷害
回りくどい,3,マワリクドイ,形容詞,回りくどい
址,3,シ,名詞,址
上表,3,ジョウヒョウ,名詞,上表
毛並み,3,ケナミ,名詞,毛並み
抹消,3,マッショウ,名詞,抹消
にぎっ,3,ニギッ,動詞,にぎる
市民,3,シミン,名詞,市民
物品,3,ブッピン,名詞,物品
称,3,ショウ,名詞,称
案件,3,アンケン,名詞,案件
人名,3,ジンメイ,名詞,人名
水飲み,3,ミズノミ,名詞,水飲み
しょうしょう,3,ショウショウ,副詞,しょうしょう
年老いる,3,トシオイル,動詞,年老いる
眠らす,3,ネムラス,動詞,眠らす
毒味,3,ドクミ,名詞,毒味
日光,3,ニッコウ,名詞,日光
三途の川,3,サンズノカワ,名詞,三途の川
起ころ,3,オコロ,動詞,起こる
つつい,3,ツツイ,動詞,つつく
えぐり,3,エグリ,動詞,えぐる
拭き,3,フキ,動詞,拭く
もてあます,3,モテアマス,動詞,もてあます
リクルート,3,リクルート,名詞,リクルート
のみこん,3,ノミコン,動詞,のみこむ
ふるい,3,フルイ,形容詞,ふるい
もどる,3,モドル,動詞,もどる
留守電,3,ルスデン,名詞,留守電
ショップ,3,ショップ,名詞,ショップ
踏め,3,フメ,動詞,踏める
チャーム,3,チャーム,名詞,チャーム
洋菓子,3,ヨウガシ,名詞,洋菓子
点線,3,テンセン,名詞,点線
低温,3,テイオン,名詞,低温
ハモ,3,ハモ,名詞,ハモ
ふりまき,3,フリマキ,動詞,ふりまく
下界,3,ゲカイ,名詞,下界
委,3,イ,名詞,委
的外れ,3,マトハズレ,名詞,的外れ
統べる,3,スベル,動詞,統べる
なぜだか,3,ナゼダカ,名詞,なぜだか
またせ,3,マタセ,動詞,またせる
日毎,3,ヒゴト,名詞,日毎
発芽,3,ハツガ,名詞,発芽
消灯,3,ショウトウ,名詞,消灯
隠滅,3,インメツ,名詞,隠滅
馴染める,3,ナジメル,動詞,馴染める
鉄棒,3,テツボウ,名詞,鉄棒
重ね合わす,3,カサネアワス,動詞,重ね合わす
入れよ,3,イレヨ,動詞,入れる
もたらさ,3,モタラサ,動詞,もたらす
落ち込み,3,オチコミ,名詞,落ち込み
かざそ,3,カザソ,動詞,かざす
クエスチョンマーク,3,クエスチョンマーク,名詞,クエスチョンマーク
改悪,3,カイアク,名詞,改悪
逸脱,3,イツダツ,名詞,逸脱
ひれ伏し,3,ヒレフシ,動詞,ひれ伏す
引っ,3,ヒッ,接頭詞,引っ
黒焦げ,3,クロコゲ,名詞,黒焦げ
美空,3,ミソラ,名詞,美空
肋,3,アバラ,名詞,肋
灯さ,3,トモサ,動詞,灯す
照れくさくっ,3,テレクサクッ,形容詞,照れくさい
颯爽,3,サッソウ,名詞,颯爽
激動,3,ゲキドウ,名詞,激動
煙り,3,ケムリ,動詞,煙る
ひるがえし,3,ヒルガエシ,動詞,ひるがえす
どんがら,3,ドンガラ,名詞,どんがら
あばら屋,3,アバラヤ,名詞,あばら屋
珊瑚,3,サンゴ,名詞,珊瑚
サックス,3,サックス,名詞,サックス
多種,3,タシュ,名詞,多種
悪辣,3,アクラツ,名詞,悪辣
愚弄,3,グロウ,名詞,愚弄
気弱,3,キヨワ,名詞,気弱
おもに,3,オモニ,副詞,おもに
憐れむ,3,アワレム,動詞,憐れむ
尋常,3,ジンジョウ,名詞,尋常
精巧,3,セイコウ,名詞,精巧
不誠実,3,フセイジツ,名詞,不誠実
減,3,ゲン,名詞,減
打ち破れ,3,ウチヤブレ,動詞,打ち破れる
決め手,3,キメテ,名詞,決め手
疼痛,3,トウツウ,名詞,疼痛
落ちこん,3,オチコン,動詞,落ちこむ
くすね,3,クスネ,動詞,くすねる
研,3,ケン,名詞,研
下降,3,カコウ,名詞,下降
スクロール,3,スクロール,名詞,スクロール
待ち時間,3,マチジカン,名詞,待ち時間
リスナー,3,リスナー,名詞,リスナー
すえ,3,スエ,動詞,すう
予期,3,ヨキ,名詞,予期
てけ,3,テケ,動詞,てく
遣っ,3,ツカッ,動詞,遣う
通り魔,3,トオリマ,名詞,通り魔
蹴破っ,3,ケヤブッ,動詞,蹴破る
賛歌,3,サンカ,名詞,賛歌
課せ,3,カセ,動詞,課する
ウィスキー,3,ウィスキー,名詞,ウィスキー
等価,3,トウカ,名詞,等価
シュン,3,シュン,名詞,シュン
シマ,3,シマ,名詞,シマ
気づきゃ,3,キヅキャ,動詞,気づく
腕時計,3,ウデドケイ,名詞,腕時計
ざんまい,3,ザンマイ,名詞,ざんまい
射止め,3,イトメ,動詞,射止める
呼び出す,3,ヨビダス,動詞,呼び出す
改善,3,カイゼン,名詞,改善
掻き鳴らせ,3,カキナラセ,動詞,掻き鳴らす
掻き乱せ,3,カキミダセ,動詞,掻き乱す
ついては,3,ツイテハ,接続詞,ついては
黒き,3,クロキ,形容詞,黒い
古来,3,コライ,名詞,古来
節穴,3,フシアナ,名詞,節穴
制度,3,セイド,名詞,制度
公正,3,コウセイ,名詞,公正
みき,3,ミキ,名詞,みき
腫れ物,3,ハレモノ,名詞,腫れ物
蒼穹,3,ソウキュウ,名詞,蒼穹
受けとめる,3,ウケトメル,動詞,受けとめる
果てよ,3,ハテヨ,動詞,果てる
きちっと,3,キチット,副詞,きちっと
ざす,3,ザス,動詞,ざす
編集,3,ヘンシュウ,名詞,編集
鬱憤,3,ウップン,名詞,鬱憤
物影,3,モノカゲ,名詞,物影
シロクマ,3,シロクマ,名詞,シロクマ
合致,3,ガッチ,名詞,合致
掴まっ,3,ツカマッ,動詞,掴まる
付きまとう,3,ツキマトウ,動詞,付きまとう
それどころか,3,ソレドコロカ,接続詞,それどころか
託せ,3,タクセ,動詞,託す
おせ,3,オセ,動詞,おせる
不具合,3,フグアイ,名詞,不具合
なかろ,3,ナカロ,形容詞,ない
恥さらし,3,ハジサラシ,名詞,恥さらし
えぐる,3,エグル,動詞,えぐる
笑えよ,3,ワラエヨ,動詞,笑える
げっ,3,ゲッ,感動詞,げっ
無線,3,ムセン,名詞,無線
見てくれ,3,ミテクレ,名詞,見てくれ
千変万化,3,センペンバンカ,名詞,千変万化
つれづれ,3,ツレヅレ,副詞,つれづれ
かれい,3,カレイ,名詞,かれい
いっしん,3,イッシン,名詞,いっしん
ふらん,3,フラン,名詞,ふらん
論争,3,ロンソウ,名詞,論争
千客万来,3,センキャクバンライ,名詞,千客万来
